SNAPSHOT_DATE,SAIL_CODE,SHIP_CODE,PACKAGE_NAME,REGION,RATE_TYPE,SAIL_DAYS,DEPARTURE_DATE,CABIN_CATEGORY,PROMO_NAME,PROMO_TYPE,CURRENCY_CODE,FARE_PER_PERSON,PORT_TAXES_SERVICES,EXTRA_ADULT,EXTRA_CHILD,DISCOUNT
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,479,149,0,0,645
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,429,109,229,199,624
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XBO,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,359,109,229,199,498
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XBO,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,289,149,229,149,975
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XBO,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,669,209,419,379,902
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,429,129,259,239,591
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,359,109,0,0,498
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XBO,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,359,109,229,199,498
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,749,209,419,379,1049
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,419,129,0,0,551
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,379,109,229,199,522
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,539,149,299,269,747
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,399,129,259,239,531
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,599,209,0,0,761
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,429,129,259,239,591
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,379,109,229,199,522
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,329,109,0,0,412
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,789,209,419,379,1138
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,349,109,229,199,472
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,229,149,0,0,824
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,429,109,229,199,624
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,409,109,229,199,573
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,649,209,419,379,857
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,699,209,419,379,953
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,229,149,229,149,929
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,569,149,299,269,810
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,289,149,229,149,1137
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,669,209,0,0,902
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,469,149,299,269,609
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XBO,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,419,129,259,239,551
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,649,209,419,379,857
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,489,129,259,239,701
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,489,129,259,239,701
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,349,109,229,199,472
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,569,149,299,269,810
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,699,209,419,379,953
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XA,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,289,149,0,0,975
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251122,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 22 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,289,149,229,149,1033
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XBO,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,539,99,0,99,251
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,549,89,299,89,252
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,539,109,0,0,243
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SH,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,1209,109,379,109,501
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,659,99,329,99,311
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1609,159,539,159,673
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,509,89,299,89,230
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,459,89,0,89,209
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",GBP,639,89,169,89,420
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,1019,109,379,109,436
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,689,159,0,159,297
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",AUD,569,159,309,159,1001
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SH,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1689,159,539,159,707
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IA,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,279,109,0,109,422
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SH,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,1019,109,209,109,691
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SH,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",GBP,779,89,169,89,539
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",AUD,909,159,0,0,839
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SH,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,1049,99,329,99,431
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",EUR,269,99,0,0,411
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,749,89,299,89,310
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,829,159,0,159,384
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,869,109,209,109,586
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",GBP,259,89,0,89,409
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,649,109,379,109,307
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",AUD,1159,159,309,159,767
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",GBP,279,89,169,89,460
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",AUD,499,159,309,159,844
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",EUR,719,99,189,99,471
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XBO,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,339,109,0,109,571
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",EUR,329,99,189,99,571
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SH,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",AUD,1419,159,309,159,977
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",GBP,239,89,0,0,367
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,399,109,209,109,720
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",GBP,299,89,169,89,502
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,329,109,0,109,535
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,469,99,0,0,211
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,759,99,0,0,321
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",AUD,469,159,0,159,744
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,999,99,329,99,411
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1059,159,539,159,511
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XBO,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",AUD,479,159,0,159,799
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,BAR,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1229,159,0,0,519
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251212,CD,Iconic Arabia - 3Nights,3NARABIANICONIC,CUG,3,Fri Dec 12 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XBO,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",EUR,299,99,0,99,491
