SNAPSHOT_DATE,SAIL_CODE,SHIP_CODE,PACKAGE_NAME,REGION,RATE_TYPE,SAIL_DAYS,DEPARTURE_DATE,CABIN_CATEGORY,PROMO_NAME,PROMO_TYPE,CURRENCY_CODE,FARE_PER_PERSON,PORT_TAXES_SERVICES,EXTRA_ADULT,EXTRA_CHILD,DISCOUNT
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251108,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 08 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,999,209,599,379,653
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251108,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 08 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,709,129,369,239,481
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251108,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 08 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,619,129,369,239,401
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251108,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 08 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,549,109,329,199,352
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1459,209,0,0,695
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,1039,149,0,0,503
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,919,149,279,149,1543
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,789,109,0,0,388
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,939,109,269,199,434
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,939,109,269,199,434
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,1169,149,349,269,523
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,509,109,269,199,544
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,359,149,0,0,824
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1919,209,499,379,883
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,1009,129,309,239,451
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,469,129,0,239,461
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,539,149,0,269,539
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,469,129,0,239,461
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,429,129,0,0,411
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,889,109,269,199,404
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,689,209,0,0,671
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1919,209,499,379,883
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,359,149,0,149,929
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,789,109,0,0,388
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1729,209,499,379,782
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,499,149,0,0,474
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1459,209,0,0,695
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,1049,109,269,199,484
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,1189,129,309,239,541
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,1049,109,269,199,484
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,1189,129,309,239,541
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,1379,149,349,269,627
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,689,209,0,0,671
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,579,129,309,239,611
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,899,129,0,0,431
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,759,209,0,379,747
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,899,129,0,0,431
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,1239,149,349,269,558
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,1069,129,309,239,481
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,509,109,269,199,544
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),BA,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,849,149,0,0,1393
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,379,109,0,0,362
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,409,109,0,199,412
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,919,149,279,149,1648
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1629,209,499,379,736
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,579,129,309,239,611
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,889,109,269,199,404
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,1069,129,309,239,481
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,409,109,0,199,412
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1729,209,499,379,782
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,379,109,0,0,362
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,759,209,0,379,747
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SG,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,1379,149,349,269,627
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,429,129,0,0,411
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,1629,209,499,379,736
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251114,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Fri Nov 14 2025 00:00:00 GMT+0000 (Greenwich Mean Time),SJA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,1009,129,309,239,451
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,479,109,269,199,503
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,539,129,309,239,571
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,629,149,349,269,657
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,429,129,0,0,411
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,499,149,0,0,474
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,689,209,0,0,671
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,379,109,0,0,362
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,879,209,499,379,919
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,479,109,269,199,503
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",GBP,379,109,0,0,362
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",USD,559,149,0,0,565
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,579,129,309,239,611
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XA,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,429,149,0,0,975
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,779,209,0,0,792
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,539,129,309,239,571
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,879,209,499,379,919
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,689,209,0,0,671
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XD,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,579,129,309,239,611
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,359,149,0,0,824
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XA,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",AUD,779,209,0,0,792
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,BAR,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),IB,"PUBLISHED Autumn Campaign, CELESTYAL ONE","PROMO, TARIFF",EUR,429,129,0,0,411
Wed Oct 22 2025 01:00:00 GMT+0100 (British Summer Time),CD03251115,CD,Iconic Greek Islands - 3Nights (Mar & Nov),3DICONICWINTER,CUG,3,Sat Nov 15 2025 00:00:00 GMT+0000 (Greenwich Mean Time),XC,"CELESTYAL ONE, Closed User Group rates","TARIFF, PROMO",USD,429,149,279,149,1137
