PASSENGER_TYPE,LENGTH,ITINERARY_TYPE,CABIN,MARKET,CHANNEL,NEW_MARKET_ROLL_UP,OLD_OLD_MARKET_ROLL_UP,ACCOUNTING_MONTH,MASTER_VOYAGE,MASTER_DEPARTURE_DATE,PASSENGERS,PASSENGER_NIGHTS,CURRENCY,FX.1,PPPD,PPPD_EUR,GROSS_TICKET_REVENUE_LOCAL,GROSS_TICKET_REVENUE_EUR,PRE-EMB_PPPD,PRE-EMB_REVENUE_EUR,FY,BUDGET_NAME,VERSION,UNIQUE_ID,ACTUALS_CODE,EFFECTIVE_FROM,EFFECTIVE_TO,ACTIVE_RECORD_FLAG
G,3,Iconic Aegean,Outside,TUR,Tour Operator,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,168,168,0,0,13,0,2027,Budget2025,v1,GOutsideTURTour OperatorCD03280317Budget2025v1,GOutsideTURTour OperatorCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Deluxe,CAN,Travel Agency,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,304,276,0,0,43,0,2027,Budget2025,v1,GDeluxeCANTravel AgencyCD04280327Budget2025v1,GDeluxeCANTravel AgencyCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,LAT,Direct,LATAM,LATAM,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,142,129,0,0,19,0,2027,Budget2025,v1,GInsideLATDirectCD04280327Budget2025v1,GInsideLATDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Deluxe,BRI,Tour Operator,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,GBP,1,82,97,0,0,17,0,2027,Budget2025,v1,GDeluxeBRITour OperatorCJ14280319Budget2025v1,GDeluxeBRITour OperatorCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,BRI,Travel Agency,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,5,15,GBP,1,225,264,3377,3973,83,1258,2027,Budget2025,v1,GDeluxeBRITravel AgencyCD03280324Budget2025v1,GDeluxeBRITravel AgencyCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Deluxe,AFR,Direct,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,USD,0,182,166,0,0,24,0,2027,Budget2025,v1,GDeluxeAFRDirectCJ07280312Budget2025v1,GDeluxeAFRDirectCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,FRA,Direct,FRANCE,FRANCE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,EUR,1,0,0,0,0,18,0,2027,Budget2025,v1,GDeluxeFRADirectCD03280324Budget2025v1,GDeluxeFRADirectCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Inside,GRC,Travel Agency,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,2,28,EUR,1,97,97,2716,2716,2,82,2027,Budget2025,v1,FInsideGRCTravel AgencyCJ14280319Budget2025v1,FInsideGRCTravel AgencyCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Inside,IND,Direct,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,USD,0,0,0,0,0,0,0,2027,Budget2025,v1,FInsideINDDirectCD03280317Budget2025v1,FInsideINDDirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,BLX,Tour Operator,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GDeluxeBLXTour OperatorCD03280317Budget2025v1,GDeluxeBLXTour OperatorCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,GRC,DMC,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,2,10,EUR,1,157,157,1574,1574,29,298,2027,Budget2025,v1,FOutsideGRCDMCCD04280320Budget2025v1,FOutsideGRCDMCCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,TUR,Travel Agency,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,EUR,1,167,167,0,0,0,0,2027,Budget2025,v1,FDeluxeTURTravel AgencyCJ07280305Budget2025v1,FDeluxeTURTravel AgencyCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Inside,SCN,Direct,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,EUR,1,97,97,0,0,5,0,2027,Budget2025,v1,FInsideSCNDirectCJ14280319Budget2025v1,FInsideSCNDirectCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Deluxe,JPN,DMC,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,USD,0,105,96,0,0,29,0,2027,Budget2025,v1,FDeluxeJPNDMCCJ14280319Budget2025v1,FDeluxeJPNDMCCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Inside,RUS,Travel Agency,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,1,14,EUR,1,97,97,1358,1358,1,24,2027,Budget2025,v1,FInsideRUSTravel AgencyCJ14280319Budget2025v1,FInsideRUSTravel AgencyCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Inside,FRA,Travel Agency,FRANCE,FRANCE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,4,13,EUR,1,124,124,1674,1674,9,133,2027,Budget2025,v1,FInsideFRATravel AgencyCD03280317Budget2025v1,FInsideFRATravel AgencyCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,APAC,Direct,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,1,0,2027,Budget2025,v1,FDeluxeAPACDirectCJ07280305Budget2025v1,FDeluxeAPACDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,SCN,Direct,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,157,157,0,0,21,0,2027,Budget2025,v1,FOutsideSCNDirectCD04280327Budget2025v1,FOutsideSCNDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,CYP,Direct,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,EUR,1,167,167,0,0,12,0,2027,Budget2025,v1,FOutsideCYPDirectCJ07280305Budget2025v1,FOutsideCYPDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,CYP,Tour Operator,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,EUR,1,167,167,0,0,0,0,2027,Budget2025,v1,FDeluxeCYPTour OperatorCJ07280312Budget2025v1,FDeluxeCYPTour OperatorCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,CAN,Direct,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,USD,0,182,166,0,0,41,0,2027,Budget2025,v1,FDeluxeCANDirectCJ07280312Budget2025v1,FDeluxeCANDirectCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Inside,BLX,Direct,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,EUR,1,167,167,0,0,30,0,2027,Budget2025,v1,GInsideBLXDirectCJ07280312Budget2025v1,GInsideBLXDirectCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,IND,Travel Agency,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,0,0,2027,Budget2025,v1,FDeluxeINDTravel AgencyCJ07280305Budget2025v1,FDeluxeINDTravel AgencyCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Deluxe,NTH,Travel Agency,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,EUR,1,97,97,0,0,8,0,2027,Budget2025,v1,GDeluxeNTHTravel AgencyCJ14280319Budget2025v1,GDeluxeNTHTravel AgencyCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Deluxe,BRI,Direct,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,GBP,1,142,167,0,0,29,0,2027,Budget2025,v1,GDeluxeBRIDirectCJ07280305Budget2025v1,GDeluxeBRIDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,RUS,Tour Operator,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,122,122,0,0,16,0,2027,Budget2025,v1,FInsideRUSTour OperatorCD04280327Budget2025v1,FInsideRUSTour OperatorCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Deluxe,NTH,Travel Agency,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,0,0,0,0,1,0,2027,Budget2025,v1,FDeluxeNTHTravel AgencyCD04280327Budget2025v1,FDeluxeNTHTravel AgencyCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Outside,EAS,Travel Agency,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,EUR,1,167,167,0,0,20,0,2027,Budget2025,v1,GOutsideEASTravel AgencyCJ07280312Budget2025v1,GOutsideEASTravel AgencyCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Outside,GRC,DMC,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,EUR,1,97,97,0,0,11,0,2027,Budget2025,v1,FOutsideGRCDMCCJ14280319Budget2025v1,FOutsideGRCDMCCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,LAT,Direct,LATAM,LATAM,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,9,36,USD,0,205,186,7380,6709,19,702,2027,Budget2025,v1,FOutsideLATDirectCD04280327Budget2025v1,FOutsideLATDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,DAC,Direct,GERMANY,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,0,0,0,0,86,0,2027,Budget2025,v1,FInsideDACDirectCD04280327Budget2025v1,FInsideDACDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,GRC,Direct,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,3,EUR,1,167,167,587,587,6,21,2027,Budget2025,v1,FInsideGRCDirectCJ07280305Budget2025v1,FInsideGRCDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Outside,SCN,Direct,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,2,7,EUR,1,147,147,1107,1107,58,435,2027,Budget2025,v1,FOutsideSCNDirectCD03280317Budget2025v1,FOutsideSCNDirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,JPN,DMC,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,USD,0,182,166,0,0,60,0,2027,Budget2025,v1,FOutsideJPNDMCCJ07280312Budget2025v1,FOutsideJPNDMCCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,CAN,DMC,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,3,USD,0,182,166,639,581,69,242,2027,Budget2025,v1,FInsideCANDMCCJ07280305Budget2025v1,FInsideCANDMCCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,CYP,Travel Agency,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,108,108,0,0,13,0,2027,Budget2025,v1,GInsideCYPTravel AgencyCD04280327Budget2025v1,GInsideCYPTravel AgencyCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Outside,LAT,DMC,LATAM,LATAM,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,8,32,USD,0,179,163,5752,5229,17,562,2027,Budget2025,v1,GOutsideLATDMCCD04280327Budget2025v1,GOutsideLATDMCCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Outside,GRC,DMC,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,EUR,1,0,0,0,0,16,0,2027,Budget2025,v1,GOutsideGRCDMCCD03280324Budget2025v1,GOutsideGRCDMCCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,BRI,DMC,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,GBP,1,142,167,0,0,0,0,2027,Budget2025,v1,FInsideBRIDMCCJ07280312Budget2025v1,FInsideBRIDMCCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Inside,SIP,Direct,SIP,SIP,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,EUR,1,119,119,0,0,33,0,2027,Budget2025,v1,GInsideSIPDirectCD03280324Budget2025v1,GInsideSIPDirectCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Outside,BLX,Tour Operator,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,EUR,1,167,167,0,0,0,0,2027,Budget2025,v1,GOutsideBLXTour OperatorCJ07280312Budget2025v1,GOutsideBLXTour OperatorCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,NZE,Travel Agency,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,AUD,0,0,0,0,0,4,0,2027,Budget2025,v1,GInsideNZETravel AgencyCD04280327Budget2025v1,GInsideNZETravel AgencyCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,LAT,Direct,LATAM,LATAM,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,1,7,USD,0,182,166,1279,1163,17,123,2027,Budget2025,v1,FOutsideLATDirectCJ07280305Budget2025v1,FOutsideLATDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Inside,CAN,Direct,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,41,0,2027,Budget2025,v1,GInsideCANDirectCJ07280305Budget2025v1,GInsideCANDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Inside,SIP,Tour Operator,SIP,SIP,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,EUR,1,0,0,0,0,30,0,2027,Budget2025,v1,GInsideSIPTour OperatorCD03280324Budget2025v1,GInsideSIPTour OperatorCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Inside,BRI,DMC,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,GBP,1,0,0,0,0,0,0,2027,Budget2025,v1,GInsideBRIDMCCD03280324Budget2025v1,GInsideBRIDMCCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,SIP,Tour Operator,SIP,SIP,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,EUR,1,0,0,0,0,28,0,2027,Budget2025,v1,GInsideSIPTour OperatorCD04280320Budget2025v1,GInsideSIPTour OperatorCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Inside,CHI,DMC,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,185,169,0,0,0,0,2027,Budget2025,v1,GInsideCHIDMCCD04280327Budget2025v1,GInsideCHIDMCCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,EAS,Tour Operator,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,0,0,0,0,1,0,2027,Budget2025,v1,FOutsideEASTour OperatorCD04280327Budget2025v1,FOutsideEASTour OperatorCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Inside,BRI,DMC,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,GBP,1,142,167,0,0,0,0,2027,Budget2025,v1,GInsideBRIDMCCJ07280305Budget2025v1,GInsideBRIDMCCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,TUR,DMC,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,110,110,0,0,0,0,2027,Budget2025,v1,FInsideTURDMCCD04280327Budget2025v1,FInsideTURDMCCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,SIP,Direct,SIP,SIP,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,232,232,0,0,33,0,2027,Budget2025,v1,GDeluxeSIPDirectCD03280317Budget2025v1,GDeluxeSIPDirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Inside,GRC,Travel Agency,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,24,73,EUR,1,105,105,7777,7777,8,615,2027,Budget2025,v1,GInsideGRCTravel AgencyCD03280324Budget2025v1,GInsideGRCTravel AgencyCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Inside,NTH,DMC,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,FInsideNTHDMCCD03280317Budget2025v1,FInsideNTHDMCCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Inside,SCN,Travel Agency,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,EUR,1,167,167,0,0,114,0,2027,Budget2025,v1,GInsideSCNTravel AgencyCJ07280312Budget2025v1,GInsideSCNTravel AgencyCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Inside,AFR,Tour Operator,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,USD,0,122,111,0,0,0,0,2027,Budget2025,v1,FInsideAFRTour OperatorCD03280324Budget2025v1,FInsideAFRTour OperatorCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Inside,RUS,Direct,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,EUR,1,97,97,0,0,0,0,2027,Budget2025,v1,GInsideRUSDirectCJ14280319Budget2025v1,GInsideRUSDirectCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,AUS,Direct,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,4,16,AUD,0,212,128,3400,2048,40,643,2027,Budget2025,v1,FOutsideAUSDirectCD04280327Budget2025v1,FOutsideAUSDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
