Snapshot_Date,Sail_Code,Package_Name,Sail_Days,Cabin_Category,Available_Cabins,Total_Cabins,Available_Absolute,Available_Weighted,Availability_Result,Nested_Cabins
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,SJC,0,20,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,SG,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,SP,0,1,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,SJA,0,24,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,IA,0,24,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,XBO,0,34,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,XC,10,98,10,10,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,SJB,4,76,4,4,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,IC,4,59,4,4,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,XD,7,96,7,7,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,IB,0,46,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251006,Idyllic Greece 2025 -7Nights,7,XB,3,104,3,3,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,IB,0,46,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,XB,1,104,1,1,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,XA,0,20,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,SJC,0,20,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,XBO,0,34,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,XC,3,98,3,3,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,SJB,4,76,4,4,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,SG,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,SP,0,1,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,SJA,0,24,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,IA,0,24,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,IC,4,59,4,4,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251007,Idyllic Greece 2025 -7Nights,7,XD,2,96,2,2,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,SJA,2,24,2,2,OK,2
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,IA,2,24,2,2,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,IC,6,59,6,6,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,XD,2,96,2,2,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,IB,1,46,1,1,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,XB,1,104,1,1,OK,1
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,SP,0,1,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,SG,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,SJB,9,76,9,9,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ07251011,Idyllic Greece 2025 -7Nights,7,XC,3,98,3,3,OK,0
